benchmark_run_id,run_id,mission,scenario,seed_range_start,seed_range_end,strategy,profile,total_runs,success_rate,avg_task_completion_rate,avg_detection_ticks,avg_reallocation_ticks,avg_messages_attempted,avg_messages_dropped,avg_tasks_injected,avg_tasks_expired,avg_conflicting_assignments,avg_network_availability,avg_relay_reallocation_ticks,avg_avg_hop_count,avg_disconnected_agents_max,avg_coverage_progress,avg_bytes_sent,avg_stale_state_age_ticks,avg_battery_margin_min,avg_battery_margin_avg,time_to_find,probability_of_detection,targets_found,safety_violations,belief_entropy_final,false_positive_rate,confirmation_scans,convergence_ticks_p50,convergence_ticks_p95,avg_bundle_travel_distance,avg_edge_coverage_rate,avg_missed_edges,avg_revisit_count,avg_route_efficiency,avg_route_length,avg_wasted_travel,avg_return_reserve,avg_infeasible_routes,avg_hazard_zones_mapped,avg_priority_updates,avg_final_threat_level,avg_high_priority_zones_mapped,avg_time_to_map_first_high_risk,avg_zone_observations,avg_urban_route_length_m,avg_urban_route_risk_score,urban_route_planned_rate,avg_urban_violation_count,urban_route_completed_rate,urban_patrol_completed_rate,avg_urban_time_to_complete_loop,avg_urban_distance_travelled_m,avg_urban_route_efficiency,avg_urban_replan_count,bus_detection_rate,avg_time_to_detect_bus,avg_false_positive_count,avg_distance_before_detection,search_success_without_violation_rate,avg_urban_min_agent_separation_m,avg_urban_separation_violation_count,avg_urban_route_conflict_count
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_cbba_inspection_perimeter,inspection,inspection,0,1000,cbba,inspection/perimeter,1000,1.000,0.000,0.000,1.000,6000.000,2808.000,0.000,0.000,5178.479,0.068,0.000,1.036,1.000,0.000,274704.000,468.000,20.964,27.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.941,2.368,20.345,0.339,-0.000,0.000,26.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_cbba_inspection_random,inspection,inspection,0,1000,cbba,inspection/random,1000,1.000,0.599,0.000,0.998,10000.000,1123.310,0.000,0.000,10664.897,0.747,0.000,1.098,0.671,0.524,457840.000,125.171,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.955,1.020,5.494,0.374,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_cbba_wildfire_high-threat-dynamic,wildfire,wildfire,0,1000,cbba,wildfire/high-threat-dynamic,1000,0.083,1.000,0.000,0.000,6000.000,0.000,0.000,0.000,2941.772,1.000,0.000,1.000,0.000,0.693,274704.000,0.000,97.870,98.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.005,0.000,3.908,104.000,1.000,3.266,61.397,5.421,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_cbba_wildfire_large-static,wildfire,wildfire,0,1000,cbba,wildfire/large-static,1000,0.145,1.000,0.000,0.000,9000.000,0.000,0.000,0.000,2614.791,1.000,0.000,1.000,0.000,0.809,410760.000,0.000,97.921,99.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.267,0.000,5.559,0.000,0.467,0.933,98.070,7.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_cbba_wildfire_medium-dynamic,wildfire,wildfire,0,1000,cbba,wildfire/medium-dynamic,1000,0.089,1.000,0.000,0.000,4800.000,0.000,0.000,0.000,2180.926,1.000,0.000,1.000,0.000,0.698,219504.000,0.000,97.878,99.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,96.009,0.000,3.892,116.000,1.000,1.560,147.102,4.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_wildfire_cbba_wildfire_small-static,wildfire,wildfire,0,1000,cbba,wildfire/small-static,1000,0.209,1.000,0.000,0.000,400.000,0.000,0.000,0.000,188.591,1.000,0.000,1.000,0.000,0.594,18184.000,0.000,98.341,98.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,95.978,0.000,1.418,0.000,0.500,0.710,98.245,1.418,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_heavy-loss-cascade-failure,coverage,coverage,0,1000,centralized,coverage/heavy-loss-cascade-failure,1000,1.000,1.000,0.000,0.000,13043.556,6616.868,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592528.689,186.005,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_heavy-loss-multiple-failures,coverage,coverage,0,1000,centralized,coverage/heavy-loss-multiple-failures,1000,1.000,1.000,0.000,0.000,14606.496,6495.041,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663771.285,189.988,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_heavy-loss-no-failures,coverage,coverage,0,1000,centralized,coverage/heavy-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,27.077,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_heavy-loss-single-failure,coverage,coverage,0,1000,centralized,coverage/heavy-loss-single-failure,1000,1.000,1.000,0.000,0.000,16280.955,6087.717,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740026.260,191.451,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_high-latency-cascade-failure,coverage,coverage,0,1000,centralized,coverage/high-latency-cascade-failure,1000,1.000,1.000,0.000,0.000,13043.556,3862.508,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,592528.689,185.446,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_high-latency-multiple-failures,coverage,coverage,0,1000,centralized,coverage/high-latency-multiple-failures,1000,1.000,1.000,0.000,0.000,14606.496,3018.316,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,663771.285,189.462,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_high-latency-no-failures,coverage,coverage,0,1000,centralized,coverage/high-latency-no-failures,1000,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_high-latency-single-failure,coverage,coverage,0,1000,centralized,coverage/high-latency-single-failure,1000,1.000,1.000,0.000,0.000,16280.955,1719.045,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,740026.260,191.005,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_ideal-cascade-failure,coverage,coverage,0,1000,centralized,coverage/ideal-cascade-failure,1000,1.000,1.000,3.000,0.000,1848.582,130.850,0.000,0.000,0.000,0.952,0.000,1.000,2.924,1.000,82391.859,7.748,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_ideal-multiple-failures,coverage,coverage,0,1000,centralized,coverage/ideal-multiple-failures,1000,1.000,1.000,3.000,0.000,1387.728,80.812,0.000,0.000,0.000,0.959,0.000,1.000,1.938,1.000,61654.725,5.868,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_ideal-no-failures,coverage,coverage,0,1000,centralized,coverage/ideal-no-failures,1000,1.000,1.000,0.000,0.000,90.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,0.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_ideal-single-failure,coverage,coverage,0,1000,centralized,coverage/ideal-single-failure,1000,1.000,1.000,3.000,0.000,1133.550,36.000,0.000,0.000,0.000,0.975,0.000,1.000,1.000,1.000,50219.406,4.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_light-loss-cascade-failure,coverage,coverage,0,1000,centralized,coverage/light-loss-cascade-failure,1000,1.000,1.000,2.248,0.000,8493.822,2653.783,0.000,0.000,0.000,0.977,0.000,1.000,2.866,1.000,385220.007,113.296,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_light-loss-multiple-failures,coverage,coverage,0,1000,centralized,coverage/light-loss-multiple-failures,1000,1.000,1.000,2.350,0.000,6684.840,1529.736,0.000,0.000,0.000,0.974,0.000,1.000,1.937,1.000,302948.109,79.484,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_light-loss-no-failures,coverage,coverage,0,1000,centralized,coverage/light-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,4.499,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_light-loss-single-failure,coverage,coverage,0,1000,centralized,coverage/light-loss-single-failure,1000,1.000,1.000,2.382,0.000,2385.405,285.777,0.000,0.000,0.000,0.977,0.000,1.000,1.000,1.000,107253.207,19.517,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_medium-loss-cascade-failure,coverage,coverage,0,1000,centralized,coverage/medium-loss-cascade-failure,1000,1.000,1.000,0.003,0.000,13043.556,5239.318,0.000,0.000,0.000,0.995,0.000,1.000,2.732,1.000,592528.689,185.664,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_medium-loss-multiple-failures,coverage,coverage,0,1000,centralized,coverage/medium-loss-multiple-failures,1000,1.000,1.000,0.002,0.000,14606.496,4755.793,0.000,0.000,0.000,0.997,0.000,1.000,1.900,1.000,663771.285,189.675,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_medium-loss-no-failures,coverage,coverage,0,1000,centralized,coverage/medium-loss-no-failures,1000,1.000,1.000,0.000,0.000,90.000,13.463,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,3960.000,1.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_medium-loss-single-failure,coverage,coverage,0,1000,centralized,coverage/medium-loss-single-failure,1000,1.000,1.000,0.000,0.000,16265.160,3898.662,0.000,0.000,0.000,0.999,0.000,1.000,0.997,1.000,739307.628,190.993,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_partition-prone-cascade-failure,coverage,coverage,0,1000,centralized,coverage/partition-prone-cascade-failure,1000,1.000,1.000,0.019,0.000,13043.556,5356.062,0.000,0.000,0.000,0.992,0.000,1.000,2.807,1.000,592528.689,185.574,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_partition-prone-multiple-failures,coverage,coverage,0,1000,centralized,coverage/partition-prone-multiple-failures,1000,1.000,1.000,0.033,0.000,14606.496,4777.498,0.000,0.000,0.000,0.995,0.000,1.000,1.927,1.000,663771.285,189.594,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_partition-prone-no-failures,coverage,coverage,0,1000,centralized,coverage/partition-prone-no-failures,1000,1.000,1.000,0.000,0.000,18000.000,2698.830,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,818280.000,2.703,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_coverage_centralized_coverage_partition-prone-single-failure,coverage,coverage,0,1000,centralized,coverage/partition-prone-single-failure,1000,1.000,1.000,0.019,0.000,16280.955,3906.105,0.000,0.000,0.000,0.998,0.000,1.000,0.998,1.000,740026.260,191.123,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_centralized_emergency-mesh_ideal,emergency-mesh,emergency-mesh,0,1000,centralized,emergency-mesh/ideal,1000,0.771,1.000,0.000,0.000,7980.000,3032.400,0.000,0.000,0.000,0.568,0.000,2.320,1.320,1.000,809340.000,154.200,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_centralized_emergency-mesh_low-loss,emergency-mesh,emergency-mesh,0,1000,centralized,emergency-mesh/low-loss,1000,0.772,1.000,0.000,0.000,7980.000,3279.503,0.000,0.000,0.000,0.568,0.000,2.320,1.320,1.000,809340.000,154.260,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_centralized_emergency-mesh_medium-loss,emergency-mesh,emergency-mesh,0,1000,centralized,emergency-mesh/medium-loss,1000,0.875,1.000,0.000,0.000,9990.000,5302.024,0.000,0.000,0.000,0.446,0.000,2.250,1.688,1.000,1016550.000,218.808,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_centralized_emergency-mesh_packet-loss-10,emergency-mesh,emergency-mesh,0,1000,centralized,emergency-mesh/packet-loss-10,1000,0.782,1.000,0.000,0.000,7980.000,3526.408,0.000,0.000,0.000,0.568,0.026,2.320,1.320,1.000,809340.000,154.313,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_emergency-mesh_centralized_emergency-mesh_single-failure,emergency-mesh,emergency-mesh,0,1000,centralized,emergency-mesh/single-failure,1000,1.000,1.000,0.687,0.000,407.900,156.880,0.000,0.000,0.000,0.547,0.000,2.315,3.322,1.000,39719.350,8.626,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_sar_centralized_sar_ideal,sar,sar,0,1000,centralized,sar/ideal,1000,0.003,1.000,0.000,0.000,8000.000,6721.010,0.000,0.000,12187.888,0.036,0.000,0.392,4.787,0.803,1638947.516,297.003,84.773,96.329,9.800,0.577,1.154,0.000,0.632,0.560,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,87.076,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_sar_centralized_sar_standard,sar,sar,0,1000,centralized,sar/standard,1000,0.001,1.000,0.000,0.000,22386.000,20266.950,0.000,0.000,27947.562,0.016,0.000,0.327,6.794,0.858,7634622.180,400.000,80.292,96.511,13.612,0.447,1.342,0.000,0.440,0.438,0.000,1.000,1.000,-0.000,0.000,0.000,0.000,0.000,-0.000,0.000,84.115,0.577,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_centralized_inspection_linear,inspection,inspection,0,1000,centralized,inspection/linear,1000,1.000,1.000,0.000,0.000,3000.000,1896.000,0.000,0.000,4725.000,0.055,0.000,1.000,1.000,0.000,137352.000,474.000,100.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,0.000,0.833,-0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2026-05-31T193356Z_all_1000_full,2026-05-31T193356Z_all_1000_full_inspection_centralized_inspection_perimeter,inspection,inspection,0,1000,centralized,inspection/perimeter,1000,1.000,1.000,0.000,0.000,6000.000,894.000,0.000,0.000,16060.000,0.708,0.000,1.000,1.000,0.000,274704.000,0.000,15.375,26.344,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,-0.000,1.000,0.000,0.000,1.026,-0.000,0.000,26.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
